dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag,observed_duration_min,estimated_distance,estimated_od_duration_min,distance_source,distance,duration_min,datetime_hour,hour,weekday,is_weekend,temperature,precipitation,snow_indicator,wind_speed,visibility,taxi_reference_price,estimated_cost,fhv_price,estimated_profit,estimated_profit_rate
B02207,2019-01-17 13:15:00,2019-01-17 14:34:22,33,132,,79.36666666666666,18.29,40.641666666666666,historical_median,18.29,79.36666666666666,2019-01-17 13:00:00,13,3,0,30.4,0.0,0,1.9,10.0,67.37853344140306,38.06949999999999,61.99,23.92050000000001,0.6283376456218237
B02764,2019-01-17 18:45:09,2019-01-17 19:11:58,76,91,1.0,26.816666666666663,4.815,20.975,historical_median,4.815,26.816666666666663,2019-01-17 18:00:00,18,3,0,30.3,0.0,0,6.2,10.0,22.175877798844933,13.114249999999998,18.36,5.245750000000001,0.4000038126465487
B02872,2019-01-17 22:44:28,2019-01-17 22:53:57,181,89,,9.483333333333333,3.01,14.45,historical_median,3.01,9.483333333333333,2019-01-17 22:00:00,22,3,0,29.4,0.0,0,4.1,10.0,14.941235145129804,7.918499999999999,13.75,5.831500000000001,0.7364399823198841
B02510,2019-01-18 08:40:36,2019-01-18 08:50:37,210,29,,10.016666666666667,1.0,6.016666666666667,historical_median,1.0,10.016666666666667,2019-01-18 08:00:00,8,4,0,30.5,0.0,0,5.4,10.0,9.173779939531917,5.703,8.44,2.736999999999999,0.47992284762405735
B02872,2019-01-18 13:00:55,2019-01-18 13:08:55,35,61,,8.0,2.28,14.408333333333331,historical_median,2.28,8.0,2019-01-18 13:00:00,13,4,0,38.3,0.0,0,1.5,10.0,10.25083467326898,6.811999999999999,9.43,2.6180000000000003,0.3843217850851439
B02866,2019-01-18 18:14:45,2019-01-18 18:54:05,80,100,,39.333333333333336,7.38,27.683333333333334,historical_median,7.38,39.333333333333336,2019-01-18 18:00:00,18,4,0,36.9,0.0,0,4.9,10.0,32.426266857082645,18.317,29.83,11.512999999999998,0.6285417917781295
B02872,2019-01-18 22:53:58,2019-01-18 23:01:19,256,37,,7.35,2.04,11.783333333333331,historical_median,2.04,7.35,2019-01-18 22:00:00,22,4,0,31.0,0.0,0,6.3,10.0,11.086639559025976,6.4190000000000005,10.2,3.780999999999999,0.5890325595887208
B02111,2019-01-19 06:06:14,2019-01-19 06:31:12,65,132,,24.966666666666665,17.62,37.21666666666667,historical_median,17.62,24.966666666666665,2019-01-19 06:00:00,6,5,1,27.1,0.0,0,5.5,10.0,55.52580328218096,27.507,51.08,23.572999999999997,0.856981859163122
B02764,2019-01-19 13:33:21,2019-01-19 13:42:19,67,22,,8.966666666666667,1.63,9.975,historical_median,1.63,8.966666666666667,2019-01-19 13:00:00,13,5,1,38.0,0.0,0,10.1,10.0,9.746963901971348,6.238499999999999,8.97,2.7315000000000014,0.4378456359701854
B02510,2019-01-19 18:57:14,2019-01-19 19:08:32,189,65,,11.3,1.44,10.116666666666667,historical_median,1.44,11.3,2019-01-19 18:00:00,18,5,1,36.9,0.0,0,8.9,10.0,10.96640244230148,6.44,10.09,3.6499999999999995,0.5667701863354037
B02395,2019-01-19 22:16:01,2019-01-19 22:25:50,123,150,,9.816666666666666,2.79,16.566666666666666,historical_median,2.79,9.816666666666666,2019-01-19 22:00:00,22,5,1,37.5,0.031,0,14.4,10.0,13.37605825734665,7.7255,12.31,4.5845,0.5934243738269368
B02510,2019-01-20 02:44:17,2019-01-20 02:54:15,112,49,,9.966666666666669,3.69,14.391666666666666,historical_median,3.69,9.966666666666669,2019-01-20 02:00:00,2,6,1,40.4,0.114,0,19.8,10.0,16.080090713186156,8.7875,14.79,6.0024999999999995,0.6830725462304409
B02884,2019-01-20 11:44:36,2019-01-20 11:56:18,52,106,,11.7,1.4,7.866666666666666,historical_median,1.4,11.7,2019-01-20 11:00:00,11,6,1,48.0,0.071,0,9.8,10.0,10.5856036870162,6.465999999999999,9.74,3.274000000000001,0.5063408598824624
B02510,2019-01-20 17:13:35,2019-01-20 17:22:12,112,80,3.0,8.616666666666667,1.205,7.216666666666667,historical_median,1.205,8.616666666666667,2019-01-20 17:00:00,17,6,1,27.0,0.0,0,23.2,10.0,9.595325686949735,5.68675,8.83,3.14325,0.5527322284257264
B02869,2019-01-20 21:49:38,2019-01-20 22:05:10,97,257,,15.533333333333331,3.13,16.183333333333334,historical_median,3.13,15.533333333333331,2019-01-20 21:00:00,21,6,1,16.4,0.0,0,20.8,10.0,15.906144043098656,9.145499999999998,14.63,5.484500000000002,0.5996938384998091
B02887,2019-01-21 06:24:40,2019-01-21 06:32:08,155,149,,7.466666666666667,2.55,15.233333333333334,historical_median,2.55,7.466666666666667,2019-01-21 06:00:00,6,0,0,8.2,0.0,0,19.2,10.0,11.65325961452287,7.026499999999999,10.72,3.693500000000002,0.5256528855048748
B02947,2019-01-21 12:00:00,2019-01-21 12:13:27,37,260,,13.45,4.734807655005619,16.784323073879488,centroid_fallback,4.734807655005619,13.45,2019-01-21 12:00:00,12,0,0,8.3,0.0,0,22.7,10.0,18.260360582711357,10.61602880325646,16.8,6.18397119674354,0.5825126618765966
B02870,2019-01-21 17:26:32,2019-01-21 17:36:51,17,36,,10.316666666666666,2.41,14.2,historical_median,2.41,10.316666666666666,2019-01-21 17:00:00,17,0,0,11.8,0.0,0,25.8,10.0,12.50969828095549,7.3785,11.51,4.1315,0.5599376567052924
B02617,2019-01-21 22:48:31,2019-01-21 22:57:45,181,62,,9.233333333333333,2.0,12.266666666666666,historical_median,2.0,9.233333333333333,2019-01-21 22:00:00,22,0,0,11.3,0.0,0,18.4,10.0,11.754608436327974,6.712,10.81,4.098000000000001,0.6105482717520859
B02864,2019-01-22 08:11:03,2019-01-22 08:52:01,40,186,,40.96666666666667,6.125,26.34166666666667,historical_median,6.125,40.96666666666667,2019-01-22 08:00:00,8,1,0,13.5,0.0,0,12.2,10.0,31.155700938389504,17.167749999999998,28.66,11.492250000000002,0.6694092120400171
B00254,2019-01-22 14:56:16,2019-01-22 16:19:39,222,237,,83.38333333333334,12.412361407985808,44.00032676325059,centroid_fallback,12.412361407985808,83.38333333333334,2019-01-22 14:00:00,14,1,0,26.7,0.0,0,8.1,10.0,53.228502354979085,32.03321561918368,48.97,16.93678438081632,0.5287257009150657
B01386,2019-01-22 19:35:00,2019-01-22 19:55:00,37,76,,20.0,3.97,25.65,historical_median,3.97,20.0,2019-01-22 19:00:00,19,1,0,28.5,0.0,0,1.4,10.0,19.006630693884794,10.9155,17.49,6.574499999999999,0.6023086436718427
B00823,2019-01-23 01:14:00,2019-01-23 01:30:29,228,257,,16.483333333333334,2.37,12.066666666666666,historical_median,2.37,16.483333333333334,2019-01-23 01:00:00,1,2,0,29.1,0.0,0,10.5,10.0,15.463306326407046,8.4425,14.23,5.7875,0.6855196920343499
B02510,2019-01-23 10:14:25,2019-01-23 10:31:53,149,165,,17.466666666666665,1.61,10.483333333333333,historical_median,1.61,17.466666666666665,2019-01-23 10:00:00,10,2,0,33.6,0.0,0,9.8,10.0,13.525661150977516,7.7455,12.44,4.6945,0.6060938609515202
B02867,2019-01-23 16:18:15,2019-01-23 16:23:38,111,181,,5.383333333333334,1.23,6.133333333333334,historical_median,1.23,5.383333333333334,2019-01-23 16:00:00,16,2,0,43.1,0.0,0,14.6,10.0,8.719856855055266,5.133500000000001,8.02,2.886499999999999,0.5622869387357551
B02765,2019-01-23 21:04:29,2019-01-23 21:23:23,76,108,,18.9,11.59,29.33333333333333,historical_median,11.59,18.9,2019-01-23 21:00:00,21,2,0,45.0,0.0,0,12.5,10.0,36.62037968948962,19.4805,33.69,14.209499999999998,0.7294217294217293
B02869,2019-01-24 07:15:42,2019-01-24 07:24:38,21,26,,8.933333333333334,2.06,15.583333333333332,historical_median,2.06,8.933333333333334,2019-01-24 07:00:00,7,3,0,51.9,0.071,0,20.7,10.0,10.567425067294035,6.726999999999999,9.72,2.993000000000001,0.4449234428422776
B02947,2019-01-24 11:08:00,2019-01-24 11:43:31,149,167,,35.516666666666666,19.945282585694663,70.70362538681087,centroid_fallback,19.945282585694663,35.516666666666666,2019-01-24 11:00:00,11,3,0,53.6,0.063,0,31.6,10.0,61.1892508865487,32.08007497354886,56.29,24.20992502645114,0.7546717096644276
B02947,2019-01-24 16:02:15,2019-01-24 16:31:07,65,259,,28.866666666666667,20.39944615164895,72.31358054756657,centroid_fallback,20.39944615164895,28.866666666666667,2019-01-24 16:00:00,16,3,0,53.6,0.146,0,17.6,10.0,65.21169704774837,31.40536307439629,59.99,28.58463692560371,0.9101832976071459
B02617,2019-01-24 21:49:23,2019-01-24 21:55:53,181,61,,6.5,2.15,12.225,historical_median,2.15,6.5,2019-01-24 21:00:00,21,3,0,37.4,0.0,0,15.2,10.0,11.064757046865704,6.3925,10.18,3.7874999999999996,0.5924912006257332
B02872,2019-01-25 06:34:44,2019-01-25 07:02:47,217,246,,28.05,5.91,31.825,historical_median,5.91,28.05,2019-01-25 06:00:00,6,4,0,27.4,0.0,0,8.6,10.0,24.781387149315183,14.5955,22.8,8.204500000000001,0.5621253125963483
B02914,2019-01-25 11:39:40,2019-01-25 12:02:29,62,39,,22.816666666666663,4.08,24.625,historical_median,4.08,22.816666666666663,2019-01-25 11:00:00,11,4,0,35.9,0.0,0,16.0,10.0,17.86857738673986,11.549,16.44,4.891000000000002,0.42349987011862517
B02512,2019-01-25 17:52:44,2019-01-25 18:02:25,256,256,,9.683333333333334,0.64,4.091666666666667,historical_median,0.64,9.683333333333334,2019-01-25 17:00:00,17,4,0,33.7,0.0,0,18.1,10.0,9.97210011105961,5.228999999999999,9.17,3.9410000000000007,0.7536813922356094
B02887,2019-01-25 20:19:31,2019-01-25 20:46:47,80,148,2.0,27.266666666666666,2.86,11.833333333333332,historical_median,2.86,27.266666666666666,2019-01-25 20:00:00,20,4,0,31.2,0.0,0,12.1,10.0,20.86935789494107,10.947,19.2,8.253,0.7539051795012333
B02876,2019-01-26 00:08:35,2019-01-26 00:17:46,39,91,,9.183333333333334,2.23,12.416666666666666,historical_median,2.23,9.183333333333334,2019-01-26 00:00:00,0,5,1,26.0,0.0,0,8.9,10.0,11.75629178966316,6.967499999999999,10.82,3.852500000000001,0.5529242913527092
B02875,2019-01-26 09:08:31,2019-01-26 09:19:06,188,61,,10.583333333333334,1.9,12.416666666666666,historical_median,1.9,10.583333333333334,2019-01-26 09:00:00,9,5,1,23.9,0.0,0,5.1,10.0,11.005098845757646,6.84,10.12,3.2799999999999994,0.47953216374269
B02876,2019-01-26 14:35:47,2019-01-26 14:43:20,29,210,,7.55,1.12,8.733333333333333,historical_median,1.12,7.55,2019-01-26 14:00:00,14,5,1,31.7,0.0,0,8.1,10.0,8.271616291525586,5.397,7.61,2.213,0.4100426162682972
B02883,2019-01-26 18:07:31,2019-01-26 18:21:42,37,112,,14.183333333333334,2.25,14.641666666666667,historical_median,2.25,14.183333333333334,2019-01-26 18:00:00,18,5,1,29.6,0.0,0,5.6,10.0,13.825088039881493,7.8905,12.72,4.8295,0.612065141626006
B02764,2019-01-26 22:07:05,2019-01-26 22:24:40,255,36,,17.583333333333332,3.0,15.733333333333333,historical_median,3.0,17.583333333333332,2019-01-26 22:00:00,22,5,1,32.7,0.0,0,2.8,10.0,16.5325599339135,9.364999999999998,15.21,5.845000000000002,0.6241324079017623
B02765,2019-01-27 02:02:22,2019-01-27 02:10:15,36,80,,7.883333333333334,1.43,7.033333333333333,historical_median,1.43,7.883333333333334,2019-01-27 02:00:00,2,6,1,30.4,0.0,0,6.8,10.0,9.766723197694688,5.8135,8.99,3.1765,0.5464006192483013
B02866,2019-01-27 11:38:31,2019-01-27 11:44:00,35,61,,5.483333333333333,2.28,14.408333333333331,historical_median,2.28,5.483333333333333,2019-01-27 11:00:00,11,6,1,43.1,0.0,0,20.4,10.0,9.967491110426757,6.359,9.17,2.811,0.44205063689259316
B02872,2019-01-27 16:21:05,2019-01-27 17:00:34,227,55,1.0,39.48333333333333,7.96,27.95,historical_median,7.96,39.48333333333333,2019-01-27 16:00:00,16,6,1,47.1,0.0,0,13.7,10.0,32.15914076712638,19.011,26.63,7.619,0.4007679764346957
B02888,2019-01-27 21:43:42,2019-01-27 21:58:56,61,25,,15.233333333333333,2.935,20.96666666666667,historical_median,2.935,15.233333333333333,2019-01-27 21:00:00,21,6,1,40.7,0.0,0,9.0,10.0,14.962677522439495,8.867249999999999,13.77,4.902750000000001,0.5529053539710735
B02887,2019-01-28 08:07:39,2019-01-28 08:17:43,181,189,,10.066666666666666,1.01,6.975,historical_median,1.01,10.066666666666666,2019-01-28 08:00:00,8,0,0,25.4,0.0,0,8.8,10.0,9.29428638408582,5.7235,8.55,2.826500000000001,0.49384118109548375
B02395,2019-01-28 15:28:34,2019-01-28 15:35:33,91,165,,6.983333333333333,1.62,11.9,historical_median,1.62,6.983333333333333,2019-01-28 15:00:00,15,0,0,30.6,0.0,0,9.2,10.0,9.3671701781971,5.869999999999999,8.62,2.75,0.4684838160136287
B02510,2019-01-28 20:00:43,2019-01-28 20:30:16,17,113,2.0,29.55,5.345,24.75,historical_median,5.345,29.55,2019-01-28 20:00:00,20,0,0,25.3,0.0,0,6.7,10.0,24.378600635754346,14.21575,22.43,8.21425,0.5778274097391977
B01148         ,2019-01-29 07:36:12,2019-01-29 08:06:35,49,225,,30.383333333333333,1.94,11.108333333333334,historical_median,1.94,30.383333333333333,2019-01-29 07:00:00,7,1,0,25.7,0.0,0,4.8,10.0,19.182163316028483,10.45,17.65,7.199999999999999,0.6889952153110047
B02800,2019-01-29 12:13:56,2019-01-29 12:20:56,80,255,,7.0,1.01,6.808333333333334,historical_median,1.01,7.0,2019-01-29 12:00:00,12,1,0,39.6,0.004,0,13.7,10.0,8.156837426899678,5.1715,7.5,2.3285,0.4502562119307744
B02510,2019-01-29 18:48:47,2019-01-29 19:07:04,181,148,,18.28333333333333,3.36,15.408333333333331,historical_median,3.36,18.28333333333333,2019-01-29 18:00:00,18,1,0,41.3,0.008,0,16.6,10.0,17.682446983364482,9.904999999999998,16.27,6.365000000000002,0.6426047450782437
B02765,2019-01-29 22:44:44,2019-01-29 23:28:44,61,63,,44.0,4.21,20.53333333333333,historical_median,4.21,44.0,2019-01-29 22:00:00,22,1,0,34.8,0.02,0,6.9,10.0,26.147229653048417,15.5115,24.06,8.548499999999999,0.5511072430132482
B02867,2019-01-30 08:09:44,2019-01-30 08:15:57,35,177,,6.216666666666667,1.04,8.966666666666667,historical_median,1.04,6.216666666666667,2019-01-30 08:00:00,8,2,0,19.4,0.0,0,12.4,10.0,7.442371748475634,5.065,6.85,1.7849999999999993,0.3524185587364263
B02764,2019-01-30 14:18:53,2019-01-30 14:25:53,181,181,,7.0,0.8,4.883333333333334,historical_median,0.8,7.0,2019-01-30 14:00:00,14,2,0,30.9,0.0,0,14.7,10.0,7.805857607299387,4.93,7.18,2.25,0.4563894523326572
B02887,2019-01-30 18:18:40,2019-01-30 18:34:09,227,67,,15.483333333333333,1.625,11.5,historical_median,1.625,15.483333333333333,2019-01-30 18:00:00,18,2,0,17.5,0.004,1,25.1,10.0,13.281851525637078,7.40575,12.22,4.81425,0.6500692029841677
B02882,2019-01-30 22:55:47,2019-01-30 23:20:22,255,190,,24.58333333333333,4.79,21.35,historical_median,4.79,24.58333333333333,2019-01-30 22:00:00,22,2,0,8.6,0.0,0,17.0,10.0,22.74019744396728,12.6835,20.92,8.236500000000001,0.6493869988567825
B02764,2019-01-31 08:28:01,2019-01-31 08:36:30,80,255,,8.483333333333333,1.01,6.808333333333334,historical_median,1.01,8.483333333333333,2019-01-31 08:00:00,8,3,0,3.0,0.0,0,13.6,10.0,8.70546011696322,5.4385,8.01,2.5714999999999995,0.4728325825135606
B02882,2019-01-31 12:00:24,2019-01-31 12:09:32,37,198,4.0,9.133333333333333,2.05,10.316666666666666,historical_median,2.05,9.133333333333333,2019-01-31 12:00:00,12,3,0,11.5,0.0,0,13.7,10.0,10.602728722756668,6.7515,9.75,2.9985,0.44412352810486555
B02835,2019-01-31 17:17:53,2019-01-31 18:23:36,112,21,1.0,65.71666666666667,12.632400295927653,44.780338128681386,centroid_fallback,12.632400295927653,65.71666666666667,2019-01-31 17:00:00,17,3,0,16.9,0.0,0,14.4,10.0,47.21463301202955,29.1062603403168,39.09,9.983739659683202,0.34301004467599483
B00652,2019-01-31 21:35:07,2019-01-31 21:42:24,61,61,,7.283333333333333,0.95,6.6,historical_median,0.95,7.283333333333333,2019-01-31 21:00:00,21,3,0,13.9,0.0,0,12.2,10.0,8.831047461679159,5.153499999999999,8.12,2.9665,0.5756282138352576
